# Graph Type: undirected
A	B
PGRMC2	FKBP8
FKBP8	PIGU
PLXNB2	FKBP8
FKBP8	PREB
PRKACA	FKBP8
PRKAR2A	FKBP8
PRKAR2B	FKBP8
PTPN1	FKBP8
RAB29	FKBP8
FKBP8	RAB3GAP1
FKBP8	RABL3
FKBP8	RETREG1
FKBP8	RHOT2
FKBP8	RMDN3
RPN1	FKBP8
FKBP8	RRBP1
FKBP8	SCFD1
FKBP8	SCFD2
SEC22B	FKBP8
FKBP8	SEC63
FKBP8	SLC30A9
SLC33A1	FKBP8
FKBP8	SMCR8
SNAP29	FKBP8
FKBP8	SND1
SOAT1	FKBP8
SPCS3	FKBP8
SRP54	FKBP8
SRPRA	FKBP8
STIM1	FKBP8
FKBP8	STIM2
FKBP8	STT3B
FKBP8	STX18
STX5	FKBP8
SUN1	FKBP8
FKBP8	SYNE2
SYNM	FKBP8
TACC1	FKBP8
TACC2	FKBP8
FKBP8	TANC1
FKBP8	TEX2
FKBP8	TEX264
FKBP8	TMEM131
FKBP8	TMEM214
FKBP8	TOR1AIP1
TRIM13	FKBP8
FKBP8	TRPM7
FKBP8	TTC17
FKBP8	TTLL5
FKBP8	UBE2J1
FKBP8	UBXN4
UFL1	FKBP8
FKBP8	USE1
FKBP8	USP30
VAPB	FKBP8
FKBP8	VEZT
FKBP8	VMA21
FKBP8	VPS13A
FKBP8	VPS13D
FKBP8	VRK2
FKBP8	WDR41
FKBP8	ZC3HAV1
AARS2	GFM1
ACAT1	GFM1
GFM1	AFG3L2
ALAS1	GFM1
ALDH2	GFM1
ANGEL2	GFM1
ATP5F1B	GFM1
ATP5F1D	GFM1
ATP5PB	GFM1
ATP5PD	GFM1
ATP5PF	GFM1
ATP5PO	GFM1
ATPAF1	GFM1
GFM1	BCS1L
GFM1	C17orf80
C8orf82	GFM1
GFM1	CARS2
GFM1	CDK5RAP1
CLPP	GFM1
CLPX	GFM1
COQ5	GFM1
COX4I1	GFM1
DAP3	GFM1
DBT	GFM1
DHX30	GFM1
DLAT	GFM1
DLST	GFM1
ECHS1	GFM1
ECI2	GFM1
GFM1	ELAC2
ERAL1	GFM1
ETFA	GFM1
ETFB	GFM1
FASTKD1	GFM1
GFM1	FASTKD2
FASTKD5	GFM1
FECH	GFM1
FLAD1	GFM1
GATC	GFM1
GCDH	GFM1
GLS	GFM1
GLUD1	GFM1
GFM1	GRPEL1
GRSF1	GFM1
GTPBP10	GFM1
GTPBP6	GFM1
HADH	GFM1
HADHA	GFM1
HARS2	GFM1
GFM1	HINT2
GFM1	HNRNPAB
HNRNPDL	GFM1
HNRNPL	GFM1
GFM1	HNRNPUL1
GFM1	HSD17B10
HSDL2	GFM1
HSPE1	GFM1
GFM1	IARS2
IDH3B	GFM1
PRORP	GFM1
LARS2	GFM1
LETM1	GFM1
LRPPRC	GFM1
LYPLAL1	GFM1
GFM1	LYRM4
LYRM7	GFM1
MDH2	GFM1
ME2	GFM1
GFM1	MGME1
GFM1	MRM3
GFM1	MRPL1
MRPL10	GFM1
GFM1	MRPL13
MRPL14	GFM1
GFM1	MRPL15
GFM1	MRPL16
GFM1	MRPL17
GFM1	MRPL18
MRPL19	GFM1
MRPL2	GFM1
GFM1	MRPL20
MRPL21	GFM1
GFM1	MRPL22
MRPL23	GFM1
MRPL24	GFM1
GFM1	MRPL27
MRPL28	GFM1
MRPL3	GFM1
MRPL30	GFM1
GFM1	MRPL37
MRPL38	GFM1
GFM1	MRPL39
GFM1	MRPL4
GFM1	MRPL40
MRPL41	GFM1
GFM1	MRPL42
MRPL43	GFM1
GFM1	MRPL44
GFM1	MRPL45
GFM1	MRPL46
GFM1	MRPL47
MRPL48	GFM1
MRPL49	GFM1
MRPL50	GFM1
MRPL51	GFM1
MRPL52	GFM1
MRPL55	GFM1
GFM1	MRPL57
MRPL58	GFM1
GFM1	MRPL9
MRPS10	GFM1
MRPS11	GFM1
MRPS14	GFM1
GFM1	MRPS16
GFM1	MRPS17
GFM1	MRPS18A
GFM1	MRPS18B
GFM1	MRPS18C
GFM1	MRPS2
MRPS21	GFM1
MRPS22	GFM1
GFM1	MRPS23
MRPS25	GFM1
GFM1	MRPS26
MRPS27	GFM1
GFM1	MRPS28
GFM1	MRPS30
MRPS31	GFM1
GFM1	MRPS33
MRPS34	GFM1
MRPS35	GFM1
MRPS36	GFM1
MRPS5	GFM1
MRPS6	GFM1
MRPS9	GFM1
MTERF3	GFM1
MTIF2	GFM1
GFM1	MTPAP
GFM1	MTRF1L
GFM1	NDUFA12
NDUFA2	GFM1
NDUFA5	GFM1
NDUFA6	GFM1
NDUFA7	GFM1
NDUFA9	GFM1
NDUFAB1	GFM1
GFM1	NDUFAF1
NDUFAF2	GFM1
GFM1	NDUFAF3
GFM1	NDUFAF4
NDUFAF5	GFM1
NDUFS1	GFM1
NDUFS2	GFM1
NDUFS4	GFM1
NDUFS6	GFM1
NDUFV1	GFM1
NDUFV2	GFM1
NDUFV3	GFM1
GFM1	NFS1
GFM1	NGRN
GFM1	NIPSNAP1
NME4	GFM1
NNT	GFM1
OAT	GFM1
OGDH	GFM1
OXA1L	GFM1
OXCT1	GFM1
GFM1	PAM16
PDE12	GFM1
PDHA1	GFM1
PDHB	GFM1
PDHX	GFM1
PDK3	GFM1
GFM1	PNPLA8
GFM1	POLDIP2
POLG	GFM1
POLRMT	GFM1
GFM1	PPA2
PPIF	GFM1
PRDX3	GFM1
PREPL	GFM1
PTCD3	GFM1
PYCR1	GFM1
PYCR2	GFM1
GFM1	QRSL1
RCC1L	GFM1
SDHB	GFM1
SHMT2	GFM1
SLC30A9	GFM1
GFM1	SLIRP
GFM1	STOML2
SUPV3L1	GFM1
GFM1	TACO1
TFAM	GFM1
THEM4	GFM1
TIMM44	GFM1
TRMT10C	GFM1
TRUB2	GFM1
VARS2	GFM1
VWA8	GFM1
GFM1	WARS2
GFM2	AFG3L2
ALAS1	GFM2
ATP5F1B	GFM2
ATP5F1D	GFM2
ATP5PB	GFM2
ATP5PD	GFM2
ATP5PF	GFM2
ATP5PO	GFM2
ATPAF1	GFM2
GFM2	BCS1L
GFM2	C17orf80
COQ5	GFM2
DAP3	GFM2
DBT	GFM2
DHX30	GFM2
DLST	GFM2
ECHS1	GFM2
GFM2	ELAC2
ERAL1	GFM2
ETFA	GFM2
ETFB	GFM2
GFM2	FASTKD2
GLS	GFM2
GLUD1	GFM2
GRSF1	GFM2
GTPBP10	GFM2
GFM2	HINT2
GFM2	IARS2
LARS2	GFM2
LETM1	GFM2
LRPPRC	GFM2
MRPL10	GFM2
GFM2	MRPL13
GFM2	MRPL15
GFM2	MRPL17
MRPL19	GFM2
GFM2	MRPL20
MRPL21	GFM2
GFM2	MRPL24
MRPL28	GFM2
GFM2	MRPL37
GFM2	MRPL39
GFM2	MRPL4
MRPL41	GFM2
GFM2	MRPL42
MRPL43	GFM2
GFM2	MRPL44
GFM2	MRPL45
GFM2	MRPL46
GFM2	MRPL47
MRPL49	GFM2
MRPL50	GFM2
MRPL52	GFM2
GFM2	MRPL9
MRPS10	GFM2
MRPS14	GFM2
GFM2	MRPS16
GFM2	MRPS17
GFM2	MRPS18B
GFM2	MRPS2
MRPS22	GFM2
GFM2	MRPS23
MRPS25	GFM2
GFM2	MRPS26
MRPS27	GFM2
GFM2	MRPS28
GFM2	MRPS30
MRPS31	GFM2
GFM2	MRPS33
MRPS34	GFM2
MRPS35	GFM2
MRPS36	GFM2
MRPS5	GFM2
MRPS6	GFM2
GFM2	MRPS7
MRPS9	GFM2
GFM2	MTERF3
GFM2	NDUFA12
NDUFA2	GFM2
NDUFA5	GFM2
NDUFA6	GFM2
NDUFA7	GFM2
NDUFA9	GFM2
NDUFAF2	GFM2
GFM2	NDUFAF4
NDUFS1	GFM2
NDUFS2	GFM2
NDUFS3	GFM2
NDUFS4	GFM2
NDUFS6	GFM2
NDUFV1	GFM2
NDUFV2	GFM2
NDUFV3	GFM2
GFM2	NFS1
NME4	GFM2
OGDH	GFM2
OXA1L	GFM2
PDHA1	GFM2
PDK3	GFM2
PDPR	GFM2
PNPT1	GFM2
GFM2	POLDIP2
POLG	GFM2
PPIF	GFM2
GFM2	PTCD3
PYCR1	GFM2
GFM2	PYCR2
SHMT2	GFM2
SLC30A9	GFM2
GFM2	SLIRP
GFM2	STOML2
GFM2	TACO1
TIMM44	GFM2
TRA2A	GFM2
TRA2B	GFM2
TRMT10C	GFM2
VWA8	GFM2
ALAS1	GRSF1
GRSF1	ALYREF
ATP5F1D	GRSF1
ATP5PB	GRSF1
GRSF1	CAPRIN1
CASC3	GRSF1
GRSF1	CENPV
GRSF1	CMAS
DBT	GRSF1
GRSF1	DDX18
GRSF1	DDX21
GRSF1	DDX24
GRSF1	DDX27
GRSF1	DDX50
GRSF1	DDX55
GRSF1	DDX56
DHX9	GRSF1
GRSF1	DNAJC9
GRSF1	EBNA1BP2
GRSF1	ELAVL1
FMR1	GRSF1
GRSF1	FTSJ3
GRSF1	FUBP3
GRSF1	G3BP2
GRSF1	GPATCH4
MACROH2A1	GRSF1
GRSF1	HEATR1
H2BC7	GRSF1
HMGA1	GRSF1
HNRNPA1	GRSF1
GRSF1	HNRNPD
HNRNPDL	GRSF1
HNRNPH3	GRSF1
GRSF1	ILF2
GRSF1	ISG20L2
GRSF1	LARS2
GRSF1	LUC7L
GRSF1	MALSU1
GRSF1	MRPL13
GRSF1	MRPL15
GRSF1	MRPL17
GRSF1	MRPL18
MRPL19	GRSF1
GRSF1	MRPL20
GRSF1	MRPL22
GRSF1	MRPL23
MRPL3	GRSF1
GRSF1	MRPL38
GRSF1	MRPL39
GRSF1	MRPL40
GRSF1	MRPL41
GRSF1	MRPL49
GRSF1	MRPL50
GRSF1	MRPL52
MRPS11	GRSF1
MRPS21	GRSF1
GRSF1	MRPS30
GRSF1	MRPS33
GRSF1	MRTO4
GRSF1	MSI2
GRSF1	MTERF3
GRSF1	MTO1
GRSF1	MYBBP1A
NCL	GRSF1
GRSF1	NGRN
GRSF1	NIFK
GRSF1	NIP7
NKRF	GRSF1
NOP2	GRSF1
GRSF1	NOP58
GRSF1	PURB
GRSF1	RBM39
GRSF1	RBM4
RBMS1	GRSF1
RPL10A	GRSF1
RPL12	GRSF1
RPL18	GRSF1
RPL23A	GRSF1
RPL3	GRSF1
RPL30	GRSF1
RPL32	GRSF1
GRSF1	RPL36
RPL7	GRSF1
RPLP0	GRSF1
GRSF1	RRBP1
RRP1	GRSF1
GRSF1	RRP12
GRSF1	RRP1B
RRP8	GRSF1
GRSF1	RRS1
GRSF1	SPATS2L
SRP72	GRSF1
SRPK2	GRSF1
SRSF3	GRSF1
SRSF4	GRSF1
SSB	GRSF1
SSRP1	GRSF1
SURF6	GRSF1
TBL3	GRSF1
GRSF1	THUMPD1
TOP1	GRSF1
GRSF1	TRMT6
TRUB2	GRSF1
U2AF2	GRSF1
GRSF1	UTP4
GRSF1	WARS2
GRSF1	WDR3
YBX1	GRSF1
YBX3	GRSF1
GRSF1	YTHDC2
HAX1	ABCD3
HAX1	ACBD5
HAX1	ADCY9
HAX1	AFG3L2
HAX1	AKAP1
HAX1	AKAP11
HAX1	ALDH3A2
HAX1	ALMS1
HAX1	ARGLU1
HAX1	ATG2B
HAX1	BAG5
HAX1	CAD
HAX1	CDK5RAP2
HAX1	CKB
HAX1	CLCC1
HAX1	CLTC
HAX1	CRYBG3
HAX1	DDB1
HAX1	DDX20
HAX1	DNAJA1
HAX1	DNAJA2
HAX1	DNAJC7
HAX1	ELP1
HAX1	EMC2
HAX1	EMD
HAX1	ERBB2
HAX1	ESPL1
HAX1	FKBP8
HAX1	FLII
HAX1	FLOT1
HAX1	FLOT2
HAX1	GDI2
HAX1	GEMIN7
HAX1	GNAS
HAX1	GRAMD1A
HAX1	HK1
HAX1	HUWE1
HAX1	ITPR2
HAX1	KIF2C
HAX1	LAS1L
HAX1	LMAN1
HAX1	LRRC49
HAX1	MAGED2
HAX1	MAVS
HAX1	MFF
HAX1	MIB1
HAX1	MTR
HAX1	MYO19
HAX1	NBR1
HAX1	NELFCD
HAX1	NISCH
HAX1	NOL9
NUDT19	HAX1
HAX1	NUP188
HAX1	OBSL1
HAX1	OCIAD1
HAX1	PANK4
HAX1	PCNT
HAX1	PEX1
HAX1	PEX19
HAX1	PFKM
HAX1	PGRMC2
HAX1	PI4KA
HAX1	PIK3R1
HAX1	POLE
HAX1	POLR2B
HAX1	PPAT
HAX1	PSMA1
HAX1	RABGAP1
HAX1	RAF1
HAX1	RFC5
HAX1	RHOT2
HAX1	RPAP1
HAX1	SARS1
HAX1	SEC22B
HAX1	STIP1
HAX1	STUB1
HAX1	TARS2
HAX1	TELO2
HAX1	TFCP2
HAX1	TSC2
HAX1	TTC37
HAX1	UBB
HAX1	USP30
HAX1	VPS13A
HAX1	VPS13B
HAX1	WDR6
HAX1	WRAP73
AARS2	HINT2
ACAT1	HINT2
HINT2	AFG3L2
ALAS1	HINT2
ALDH2	HINT2
HINT2	ATAD3A
ATP5F1B	HINT2
ATP5F1D	HINT2
ATP5F1E	HINT2
ATP5MG	HINT2
ATP5PB	HINT2
ATP5PD	HINT2
ATP5PF	HINT2
ATP5PO	HINT2
ATPAF1	HINT2
BCKDHA	HINT2
HINT2	BCS1L
CDK5RAP1	HINT2
CLPX	HINT2
CNP	HINT2
COQ5	HINT2
COX4I1	HINT2
COX5A	HINT2
DAP3	HINT2
DBT	HINT2
HINT2	DDX28
DHX30	HINT2
DLAT	HINT2
DLST	HINT2
ECHS1	HINT2
ECSIT	HINT2
ELAC2	HINT2
ERAL1	HINT2
ETFB	HINT2
HINT2	FASTKD2
FECH	HINT2
FLAD1	HINT2
GARS1	HINT2
GCDH	HINT2
GLS	HINT2
GLUD1	HINT2
HINT2	GRPEL1
GTPBP6	HINT2
HADH	HINT2
HADHA	HINT2
HARS2	HINT2
HNRNPL	HINT2
HSD17B10	HINT2
HSDL2	HINT2
HSPA9	HINT2
HSPE1	HINT2
HINT2	IARS2
IDH3A	HINT2
IVD	HINT2
LARS2	HINT2
LETM1	HINT2
LONP1	HINT2
LRPPRC	HINT2
LYPLAL1	HINT2
HINT2	LYRM4
MDH2	HINT2
ME2	HINT2
HINT2	MRM3
HINT2	MRPL1
MRPL10	HINT2
MRPL12	HINT2
HINT2	MRPL13
HINT2	MRPL15
HINT2	MRPL16
HINT2	MRPL17
HINT2	MRPL18
MRPL19	HINT2
MRPL2	HINT2
HINT2	MRPL20
MRPL21	HINT2
HINT2	MRPL22
MRPL23	HINT2
MRPL24	HINT2
HINT2	MRPL27
MRPL28	HINT2
MRPL3	HINT2
HINT2	MRPL37
MRPL38	HINT2
HINT2	MRPL39
HINT2	MRPL4
HINT2	MRPL40
MRPL41	HINT2
HINT2	MRPL42
MRPL43	HINT2
HINT2	MRPL44
MRPL45	HINT2
HINT2	MRPL46
HINT2	MRPL47
MRPL48	HINT2
MRPL49	HINT2
MRPL50	HINT2
MRPL52	HINT2
MRPL55	HINT2
MRPL58	HINT2
HINT2	MRPL9
MRPS10	HINT2
MRPS11	HINT2
MRPS14	HINT2
HINT2	MRPS16
HINT2	MRPS17
HINT2	MRPS18B
HINT2	MRPS18C
HINT2	MRPS2
MRPS22	HINT2
HINT2	MRPS23
MRPS25	HINT2
HINT2	MRPS26
MRPS27	HINT2
HINT2	MRPS28
HINT2	MRPS30
MRPS31	HINT2
HINT2	MRPS33
MRPS34	HINT2
MRPS35	HINT2
MRPS36	HINT2
MRPS5	HINT2
MRPS6	HINT2
HINT2	MRPS7
MRPS9	HINT2
MTERF3	HINT2
HINT2	MTG2
MTIF2	HINT2
HINT2	NDUFA12
NDUFA2	HINT2
NDUFA5	HINT2
NDUFA6	HINT2
NDUFA7	HINT2
NDUFA9	HINT2
HINT2	NDUFAF1
NDUFAF2	HINT2
NDUFAF3	HINT2
HINT2	NDUFAF4
NDUFAF5	HINT2
NDUFS1	HINT2
NDUFS2	HINT2
NDUFS3	HINT2
NDUFS4	HINT2
NDUFS6	HINT2
NDUFS7	HINT2
NDUFV1	HINT2
NDUFV2	HINT2
NDUFV3	HINT2
HINT2	NFS1
NIPSNAP1	HINT2
NME4	HINT2
NNT	HINT2
NOA1	HINT2
NUDT19	HINT2
OAT	HINT2
OGDH	HINT2
HINT2	PAM16
PDE12	HINT2
PDHA1	HINT2
PDHB	HINT2
PDHX	HINT2
PDK3	HINT2
PDPR	HINT2
PHB2	HINT2
HINT2	PNPLA8
PNPT1	HINT2
POLG	HINT2
PREPL	HINT2
PTCD3	HINT2
PYCR1	HINT2
PYCR2	HINT2
HINT2	QRSL1
SDHA	HINT2
SDHB	HINT2
SLC30A9	HINT2
HINT2	SLIRP
HINT2	STOML2
HINT2	SUCLA2
SUPV3L1	HINT2
TACO1	HINT2
TARS2	HINT2
TEFM	HINT2
TFAM	HINT2
HINT2	THG1L
TIMM44	HINT2
TRMT10C	HINT2
TRUB2	HINT2
TSFM	HINT2
UQCRFS1	HINT2
VARS2	HINT2
VWA8	HINT2
ACAT1	MRPL58
ALAS1	MRPL58
MRPL58	ANGEL2
ATP5PO	MRPL58
MRPL58	ATPAF1
MRPL58	BCS1L
MRPL58	C17orf80
MRPL58	C8orf82
MRPL58	CARS2
MRPL58	CDK5RAP1
MRPL58	CENPV
MRPL58	COQ5
DBT	MRPL58
MRPL58	DDX50
MRPL58	DDX54
DLAT	MRPL58
DLST	MRPL58
ECHS1	MRPL58
MRPL58	ECSIT
EIF2AK2	MRPL58
MRPL58	ELAC2
ETFB	MRPL58
FECH	MRPL58
GLS	MRPL58
MACROH2A1	MRPL58
MRPL58	HADH
HMGA1	MRPL58
HNRNPA3	MRPL58
MRPL58	HNRNPAB
HNRNPL	MRPL58
HNRNPR	MRPL58
MRPL58	HNRNPUL1
MRPL58	HSDL2
MRPL58	IARS2
PRORP	MRPL58
MRPL58	LARS2
MRPL58	LUC7L
MDH2	MRPL58
MRPL58	MGME1
MRPL58	MRPL21
MRPL58	MRPL30
MRPL33	MRPL58
MRPL58	MRPL34
MRPL58	MRPL38
MRPL58	MRPS18C
MRPL58	MRPS33
MRPS36	MRPL58
MRPL58	MTPAP
MRPL58	NDUFA12
MRPL58	NDUFA5
NDUFA6	MRPL58
NDUFA7	MRPL58
MRPL58	NDUFAF1
MRPL58	NDUFAF2
MRPL58	NDUFAF4
NDUFS4	MRPL58
NDUFS6	MRPL58
NDUFS7	MRPL58
NDUFV2	MRPL58
NDUFV3	MRPL58
MRPL58	NFS1
NNT	MRPL58
OGDH	MRPL58
MRPL58	PAM16
MRPL58	PDE12
PDHA1	MRPL58
PDHB	MRPL58
MRPL58	PDPR
POLG	MRPL58
PPIF	MRPL58
PRDX3	MRPL58
PYCR1	MRPL58
MRPL58	QRSL1
MRPL58	RARS2
MRPL58	RPUSD4
RRP1	MRPL58
MRPL58	TACO1
MRPL58	TEFM
TIMM44	MRPL58
MRPL58	TRMT10C
TSFM	MRPL58
VWA8	MRPL58
MRPL58	WARS2
ACAT1	LONP1
LONP1	AFG3L2
ALAS1	LONP1
LONP1	ATAD3A
ATP5MG	LONP1
ATP5PB	LONP1
ATP5PD	LONP1
ATP5PF	LONP1
LONP1	ATP5PO
LONP1	ATPAF1
LONP1	BCS1L
LONP1	CARS2
LONP1	CFL2
COX4I1	LONP1
COX5A	LONP1
CS	LONP1
LONP1	DAP3
LONP1	DLST
ECHS1	LONP1
LONP1	ETFB
LONP1	GCDH
LONP1	GFM1
GLS	LONP1
LONP1	GRSF1
LONP1	HSD17B10
LONP1	HSDL2
LONP1	HSPE1
LONP1	IARS2
LONP1	IMMT
LETM1	LONP1
LONP1	LYPLAL1
LONP1	LYRM7
LONP1	MDH2
LONP1	MRPL12
LONP1	MRPL20
LONP1	MRPL21
MRPL3	LONP1
LONP1	MRPL43
LONP1	MRPL44
LONP1	MRPL45
LONP1	MRPL50
LONP1	MRPS10
MRPS14	LONP1
LONP1	MRPS17
LONP1	MRPS18B
LONP1	MRPS2
LONP1	MRPS22
LONP1	MRPS23
LONP1	MRPS25
LONP1	MRPS26
LONP1	MRPS27
LONP1	MRPS28
LONP1	MRPS31
LONP1	MRPS33
LONP1	MRPS34
LONP1	MRPS35
LONP1	MRPS36
LONP1	MRPS5
LONP1	MRPS6
LONP1	MRPS7
LONP1	MRPS9
LONP1	NDUFA12
NDUFA2	LONP1
LONP1	NDUFA5
LONP1	NDUFA6
NDUFA7	LONP1
LONP1	NDUFAF2
LONP1	NDUFAF3
LONP1	NDUFAF4
LONP1	NDUFAF7
NDUFS2	LONP1
NDUFS4	LONP1
NDUFS6	LONP1
LONP1	NDUFV3
LONP1	NFS1
LONP1	NIPSNAP1
NME4	LONP1
LONP1	OGDH
LONP1	OXA1L
LONP1	PDK3
PHB	LONP1
LONP1	PHB2
LONP1	PNPLA8
LONP1	PNPT1
LONP1	POLDIP2
LONP1	PTCD3
PYCR1	LONP1
LONP1	PYCR2
LONP1	QRSL1
LONP1	RAB13
LONP1	RPS15A
LONP1	RPS27L
LONP1	SAMM50
SHMT2	LONP1
SLC25A4	LONP1
SLC2A1	LONP1
LONP1	SLC30A9
LONP1	SLIRP
LONP1	SSBP1
LONP1	STOML2
LONP1	SUCLA2
LONP1	SUCLG1
LONP1	TACO1
LONP1	THEM4
TIMM44	LONP1
LONP1	TM9SF3
LONP1	TRMT10C
LONP1	UBAC2
VWA8	LONP1
LONP1	YARS1
ACADM	LRPPRC
ACAT1	LRPPRC
LRPPRC	AFG3L2
ALAS1	LRPPRC
ALDH2	LRPPRC
LRPPRC	ATP5IF1
ATP5PF	LRPPRC
LRPPRC	ATPAF1
LRPPRC	BCS1L
LRPPRC	CARS2
LRPPRC	CLPP
CLPX	LRPPRC
LRPPRC	COQ5
COX4I1	LRPPRC
COX5A	LRPPRC
LRPPRC	DAP3
DBT	LRPPRC
DLST	LRPPRC
ECHS1	LRPPRC
LRPPRC	ECSIT
LRPPRC	ELAC2
ERAL1	LRPPRC
ETFA	LRPPRC
GATC	LRPPRC
LRPPRC	GCDH
GLS	LRPPRC
GLUD1	LRPPRC
GTPBP10	LRPPRC
LRPPRC	HADH
LRPPRC	HARS2
LRPPRC	HNRNPAB
HNRNPDL	LRPPRC
HNRNPR	LRPPRC
LRPPRC	HNRNPUL1
LRPPRC	HSD17B10
LRPPRC	HSDL2
LRPPRC	IARS2
LRPPRC	IDH3A
PRORP	LRPPRC
LRPPRC	LARS2
LETM1	LRPPRC
LRPPRC	LYPLAL1
MDH2	LRPPRC
ME2	LRPPRC
METTL15	LRPPRC
LRPPRC	MGME1
LRPPRC	MRM3
LRPPRC	MRPL1
LRPPRC	MRPL10
LRPPRC	MRPL12
LRPPRC	MRPL13
LRPPRC	MRPL14
LRPPRC	MRPL15
LRPPRC	MRPL17
LRPPRC	MRPL18
LRPPRC	MRPL19
LRPPRC	MRPL2
LRPPRC	MRPL20
LRPPRC	MRPL21
LRPPRC	MRPL22
LRPPRC	MRPL23
LRPPRC	MRPL24
LRPPRC	MRPL27
LRPPRC	MRPL28
MRPL3	LRPPRC
LRPPRC	MRPL37
LRPPRC	MRPL38
LRPPRC	MRPL39
LRPPRC	MRPL4
LRPPRC	MRPL40
LRPPRC	MRPL41
LRPPRC	MRPL42
LRPPRC	MRPL43
LRPPRC	MRPL44
LRPPRC	MRPL45
LRPPRC	MRPL46
LRPPRC	MRPL47
LRPPRC	MRPL48
LRPPRC	MRPL49
LRPPRC	MRPL50
LRPPRC	MRPL52
LRPPRC	MRPL9
LRPPRC	MRPS10
LRPPRC	MRPS11
MRPS14	LRPPRC
LRPPRC	MRPS16
LRPPRC	MRPS17
LRPPRC	MRPS18A
LRPPRC	MRPS18B
LRPPRC	MRPS18C
LRPPRC	MRPS2
LRPPRC	MRPS21
LRPPRC	MRPS22
LRPPRC	MRPS23
LRPPRC	MRPS25
LRPPRC	MRPS26
LRPPRC	MRPS27
LRPPRC	MRPS28
LRPPRC	MRPS30
LRPPRC	MRPS31
LRPPRC	MRPS33
LRPPRC	MRPS34
LRPPRC	MRPS36
LRPPRC	MRPS5
LRPPRC	MRPS6
LRPPRC	MRPS7
LRPPRC	MRPS9
LRPPRC	MTERF3
LRPPRC	MTIF2
LRPPRC	MTPAP
LRPPRC	NDUFA12
NDUFA2	LRPPRC
LRPPRC	NDUFA5
LRPPRC	NDUFA6
NDUFA7	LRPPRC
LRPPRC	NDUFAF1
LRPPRC	NDUFAF2
LRPPRC	NDUFAF3
LRPPRC	NDUFAF4
LRPPRC	NDUFAF7
NDUFS4	LRPPRC
NDUFS6	LRPPRC
LRPPRC	NDUFV3
LRPPRC	NFS1
LRPPRC	NGRN
NME4	LRPPRC
LRPPRC	OGDH
LRPPRC	OXA1L
LRPPRC	PAM16
LRPPRC	PDK3
LRPPRC	PDPR
LRPPRC	PNPT1
LRPPRC	POLDIP2
LRPPRC	POLG
POLRMT	LRPPRC
LRPPRC	PPA2
PPIF	LRPPRC
LRPPRC	PTCD3
PYCR1	LRPPRC
LRPPRC	PYCR2
LRPPRC	QRSL1
LRPPRC	RCC1L
LRPPRC	RPUSD3
LRPPRC	RPUSD4
SDHB	LRPPRC
LRPPRC	SLC30A9
LRPPRC	STOML2
LRPPRC	SUCLA2
LRPPRC	SUPV3L1
LRPPRC	TACO1
LRPPRC	TEFM
LRPPRC	THEM4
TIMM44	LRPPRC
LRPPRC	TRMT10C
LRPPRC	TRMT2B
LRPPRC	TRMT5
TRUB2	LRPPRC
LRPPRC	TSFM
LRPPRC	UQCC1
LRPPRC	VARS2
VWA8	LRPPRC
LRPPRC	YARS2
LRPPRC	ZFR
MARCHF5	MARCHF2
ABCD3	MARCHF5
ACBD5	MARCHF5
AKAP1	MARCHF5
ALDH3A2	MARCHF5
ANKLE2	MARCHF5
ATAD3A	MARCHF5
ATP2A2	MARCHF5
BCL2L13	MARCHF5
BLVRA	MARCHF5
C9orf72	MARCHF5
CCDC47	MARCHF5
MARCHF5	CEPT1
CISD2	MARCHF5
CKAP4	MARCHF5
CLCC1	MARCHF5
CYB5B	MARCHF5
DDRGK1	MARCHF5
DNAJC11	MARCHF5
EMC2	MARCHF5
EXD2	MARCHF5
FAF2	MARCHF5
FKBP8	MARCHF5
FLOT1	MARCHF5
FLOT2	MARCHF5
GOLGA3	MARCHF5
GOLGB1	MARCHF5
HK1	MARCHF5
IMMT	MARCHF5
LARP4	MARCHF5
MFF	MARCHF5
MIEF1	MARCHF5
MIGA1	MARCHF5
MTFR1	MARCHF5
MYO19	MARCHF5
NBR1	MARCHF5
NIPSNAP1	MARCHF5
NIPSNAP2	MARCHF5
NME1	MARCHF5
OCIAD1	MARCHF5
PEX1	MARCHF5
PEX11B	MARCHF5
PEX14	MARCHF5
PEX19	MARCHF5
PEX5	MARCHF5
PGRMC2	MARCHF5
PKMYT1	MARCHF5
PRKAR2A	MARCHF5
PTPN1	MARCHF5
RHOT2	MARCHF5
RMDN3	MARCHF5
SLC30A9	MARCHF5
SMCR8	MARCHF5
SQSTM1	MARCHF5
STIM1	MARCHF5
SUN1	MARCHF5
SYNE2	MARCHF5
TACC1	MARCHF5
UBXN4	MARCHF5
USP30	MARCHF5
MARCHF5	VAPA
VAPB	MARCHF5
VPS13D	MARCHF5
VRK2	MARCHF5
WDR41	MARCHF5
MARCHF5	WWOX
ABCD3	MAVS
ACBD5	MAVS
ADSL	MAVS
MAVS	AFG3L2
MAVS	BCL2L13
MAVS	C9orf72
MAVS	CISD1
DNM1L	MAVS
MAVS	FAF2
MAVS	MFF
MAVS	MIGA1
MAVS	MYO19
MAVS	OCIAD1
PDCL	MAVS
PEX14	MAVS
PEX5	MAVS
PRKAR2A	MAVS
PRKAR2B	MAVS
PTPN1	MAVS
MAVS	RHOT2
MAVS	RMDN3
MAVS	SH3GLB2
